username,profile,followers,following,published,day.of.week,time.of.day,tweet.gap,first.tweet,text,length,words,long.words,likes,retweets,source,media,media.binary,urls,urls.binary,hashtags,hashtags.binary,mentions,mentions.binary,quote,quote.verified,quote.likes,quote.retweets,is.retweet,retweet.username,covid,health,vaccine
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/9/17 14:47,Friday,53229,12444,0,Saviez-vous que des donn¨¦es d¨¦taill¨¦es sur la couverture vaccinale des employ¨¦s du r¨¦seau de la sant¨¦ et des services sociaux sont diffus¨¦es hebdomadairement sur le site de l'INSPQ? Pour les consulter ?? https://t.co/4yZ5xqf5X3 https://t.co/HBZ1UYXPb8,140,34,4,7,4,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@INSPQ,0,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/10/6 11:09,Wednesday,40168,86200,1,"#COVID19 - En date du 5 octobre, voici la situation au Qu¨¦bec: https://t.co/pwoUoaSR2d https://t.co/HvmGp9nlyT",86,14,0,70,16,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/9/25 8:00,Saturday,28819,319,0,"??APPEL ? LA VIGILANCE - Une fausse application li¨¦e au passeport vaccinal du Qu¨¦bec circule actuellement. 

Voici les liens pour acc¨¦der aux applications officielles du passeport vaccinal sur Android:
??VaxiCode: https://t.co/fg7BZ0pVLx
??VaxiCode Verif: https://t.co/NxPttTz026",279,32,5,88,97,Sprout Social,0,0,2,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/10 8:00,Thursday,28835,55144,1,"[RAPPEL] ?? D¨¨s aujourd'hui, les personnes ?g¨¦es de 65 ans et plus peuvent devancer leur rendez-vous pour la 2e dose de vaccin contre la #COVID19: https://t.co/5zJNg4Hh1u. https://t.co/LG7LYZbpsN",170,27,2,48,8,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/3 11:21,Thursday,40865,76710,1,"#COVID19 - L¡¯intervalle recommand¨¦ pour l¡¯ensemble des vaccins administr¨¦s au Qu¨¦bec passe de 16 ¨¤ 8 semaines pour la majorit¨¦ des personnes.

Pour consulter le communiqu¨¦ complet: https://t.co/Nxhat1EujI.",205,27,6,133,46,Sprout Social,0,0,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/21 11:15,Monday,40523,11685,0,"#COVID19 - En date du 20 juin, voici la situation au Qu¨¦bec: https://t.co/FxK4orniAC

Cette semaine, nous attendons 546 990 doses de Pfizer et 1 494 920 doses de Moderna. https://t.co/dUUR9Dev5E",170,29,0,162,23,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/18 16:58,Friday,61126,21093,0,#COVID19 D¨¦lai dans les livraisons du vaccin Pfizer : l¡¯offre de sans rendez-vous du vaccin de Pfizer mise en pause jusqu¡¯au 24 juin ?? Pour consulter le communiqu¨¦ complet: https://t.co/Td7xdudllb,197,30,3,33,16,Sprout Social,0,0,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/15 15:30,Tuesday,55822,6236,0,#COVID19 L¡¯option de devancer son rendez-vous de deuxi¨¨me dose sera disponible pour les vaccins de Moderna et d¡¯AstraZeneca ??Pour consulter le communiqu¨¦ complet: https://t.co/spo0YkUF94,187,24,4,43,14,Sprout Social,0,0,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/14 8:00,Monday,28833,75526,1,"[RAPPEL] ?? D¨¨s aujourd'hui, les personnes ?g¨¦es de 55 ans et plus peuvent devancer leur rendez-vous pour la 2e dose de vaccin contre la #COVID19: https://t.co/5zJNg4Hh1u. https://t.co/gyNXr2toyv",170,27,2,65,26,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/4/25 11:05,Sunday,39959,86268,1,"#COVID19 - En date du 24 avril, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4. https://t.co/XSGpFrEAAU",86,14,0,109,19,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/2 11:07,Sunday,40059,84600,1,"#COVID19 - En date du 1er mai, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4. https://t.co/xYch7BWLC2",85,14,0,74,20,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/9/8 11:12,Wednesday,40366,86516,1,"#COVID19 - En date du 7 septembre, voici la situation au Qu¨¦bec : https://t.co/pwoUoaBgaF 

[???] 3 600 000 applications VaxiCode et 388 600 VaxiCode Verif ont ¨¦t¨¦ t¨¦l¨¦charg¨¦es. https://t.co/l3EzcmOpnT",176,29,3,91,25,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/8/22 11:03,Sunday,39827,75817,1,"#COVID19 - En date du 21 ao?t, voici la situation au Qu¨¦bec : https://t.co/FxK4or5HJ4 https://t.co/m69XBBVsKv",85,15,0,112,32,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/27 11:05,Thursday,39900,77885,1,"#COVID19 - En date du 26 mai, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4 https://t.co/xXpSs1YDNG",83,14,0,81,21,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/2 11:10,Wednesday,40213,73627,1,"#COVID19 - En date du 1er juin, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4 https://t.co/eJHNGeYSp2",85,14,0,138,26,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/4 11:08,Friday,40127,77884,1,"#COVID19 - En date du 3 juin, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4 https://t.co/Slo6lOskdi",83,14,0,124,19,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/8/20 13:30,Friday,48611,8782,0,#COVID19 - 12M de doses administr¨¦es ?????? https://t.co/qWYdbRrTie,40,8,1,87,12,Sprout Social,1,1,0,0,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/8/23 11:38,Monday,41916,88489,1,"#COVID19 - En date du 22 ao?t, voici la situation au Qu¨¦bec : https://t.co/FxK4or5HJ4 

[Concours Gagner ¨¤ ¨ºtre vaccin¨¦!] - Au total, 4 132 758 personnes se sont inscrites au concours. https://t.co/WFyOtGYKfJ",184,32,1,94,23,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/5 11:16,Wednesday,40575,66553,1,"#COVID19 - En date du 4 mai, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4. https://t.co/sgOBzlXIt6",83,14,0,68,9,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/10/3 11:00,Sunday,39606,85680,1,"#COVID19 - En date du 2 octobre, voici la situation au Qu¨¦bec: https://t.co/pwoUoaBgaF

En raison d¡¯un probl¨¨me technique, les donn¨¦es pour la vaccination ne sont pas disponibles actuellement. La situation devrait ¨ºtre r¨¦tablie d¨¨s demain. https://t.co/9Plb7qzAT5",239,35,4,83,24,Twitter for iPhone,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/4/23 13:14,Friday,47671,80034,1,"#COVID19 - En date du 22 avril, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4. https://t.co/Fo5vyLiCjE",86,14,0,94,18,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/28 9:00,Friday,32450,58822,1,"[RAPPEL] Certains assouplissements sont maintenant en vigueur dans toutes les r¨¦gions du Qu¨¦bec. Consultez les diff¨¦rentes infographies pour en conna?tre les d¨¦tails. ??

Pour consulter les mesures en place dans votre r¨¦gion: https://t.co/uMwutls7Ls. #COVID19 https://t.co/tYefAnVXI8",259,34,4,65,30,Sprout Social,4,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/3 11:12,Monday,40377,10282,0,"#COVID19 - En date du 2 mai, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4. https://t.co/c6dC2XaXjO",83,14,0,94,22,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/25 13:49,Tuesday,49762,3576,0,#COVID19 - 5M de doses administr¨¦es ?????? https://t.co/waw8FK1aZm,39,8,1,236,32,Sprout Social,1,1,0,0,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/9/14 11:17,Tuesday,40659,86770,1,"#COVID19 - En date du 13 septembre, voici la situation au Qu¨¦bec : https://t.co/pwoUoaBgaF https://t.co/r7VeDKYJq0",90,15,1,64,22,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/7/27 11:41,Tuesday,42115,78798,1,"#COVID19 - En date du 26 juillet, voici la situation au Qu¨¦bec : https://t.co/FxK4or5HJ4 https://t.co/SSqHAx6Wvt",88,15,0,113,21,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/7 13:27,Monday,48475,1726,0,"[RAPPEL] C'est aujourd'hui que commence la vaccination en milieu scolaire! ??Informez-vous aupr¨¨s de l'¨¦cole de votre enfant pour en savoir plus.

Pour conna?tre les d¨¦tails de la vaccination contre la #COVID19 pour les 12 ¨¤ 17 ans, c'est par ici ?? https://t.co/Ou4kfjHpqK https://t.co/LgIWokfTvc",271,42,5,51,13,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/12 11:08,Wednesday,40133,64425,1,"#COVID19 - En date du 11 mai, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4. https://t.co/DFwY7YXQFC",84,14,0,69,14,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/9/17 11:19,Friday,40785,86801,1,"#COVID19 - En date du 16 septembre, voici la situation au Qu¨¦bec: https://t.co/pwoUoaBgaF https://t.co/wN9iL8ZSQc",89,14,1,78,21,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/5/29 11:07,Saturday,40053,86235,1,"#COVID19 - En date du 28 mai, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4 https://t.co/GuXmGs2o7I",83,14,0,95,27,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/4/20 12:33,Tuesday,45194,80412,1,"#COVID19 - En date du 19 avril, voici la situation au Qu¨¦bec: https://t.co/FxK4or5HJ4. https://t.co/kkT9DoQXgp",86,14,0,51,15,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/8/10 11:00,Tuesday,39638,85325,1,"[Concours Gagner ¨¤ ¨ºtre vaccin¨¦!] ? F¨¦licitations aux gagnants du premier tirage!

Vous n¡¯¨ºtes pas encore inscrits ? Tous les d¨¦tails du concours se trouvent ici: https://t.co/OWhpbdUzgu https://t.co/HUa3WtRpAL",186,27,2,322,41,Sprout Social,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0
@sante_qc,Minist¨¨re de la Sant¨¦ et des Services sociaux (#MSSS). Animation par la Direction des communications. N¨¦tiquette : https://t.co/7ItAQd88PC https://t.co/5TlW1rSKcL,73976,68,2021/6/8 8:00,Tuesday,28834,47413,1,"[RAPPEL] ?? D¨¨s aujourd'hui, les personnes ?g¨¦es de 75 ans et plus peuvent devancer leur rendez-vous pour la 2e dose de vaccin contre la #COVID19: https://t.co/FmCOzJtBNS. https://t.co/8PioJ7DRvr",170,27,2,36,14,Sprout Social,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/10 11:38,Monday,41919,7,0,New #COVID19 vaccine appointments are now available to be booked for eligible groups in #YorkRegion. Appointment availability and eligibility ranges across clinic locations. Confirm your eligibility and book your appointment now at https://t.co/9KIfZSQg3i https://t.co/eyBeVwM84R,140,34,7,73,46,Twitter Web App,0,0,0,0,2,1,1,1,0,NA,NA,NA,1,@YorkRegionGovt,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/22 16:54,Tuesday,60856,8,0,BCHU is hosting walk-in clinics today and this week at both our Laurier University and Paris Fairgrounds clinic locations. No appointment necessary. IMPORTANT: These clinics are for those aged 12+ and first doses only. (1/2) https://t.co/dmr7LYo0VK,140,36,6,18,18,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@BrantHealthUnit,0,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/18 13:46,Tuesday,49564,8,0,"Today Southlake's #COVID19 Vaccination Centre at Ray Twinney hit 100,000 vaccine doses administered since opening earlier this year. Thank you to the team at the centre &amp; our partners @TownofNewmarket for doing all they can to get vaccines in arms. #ConquerCOVID #byyourside https://t.co/ClkJ4y7rCN",140,43,3,136,25,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@SouthlakeRHC,1,0,1
